File:                                                                           Before                   After                    Steiner                  convergence_value        Energy                                  
challenge_instances/simple-polygon_10_272aa6ea.instance.json                    4                        0                        5                        -0.748596                2.5                      
challenge_instances/simple-polygon_10_f2c8d74a.instance.json                    5                        1                        22                       -1.20146                 14                       
challenge_instances/simple-polygon_20_0dda68ed.instance.json                    13                       1                        21                       -1.82877                 13.5                     
challenge_instances/simple-polygon_100_4ee8f447.instance.json                   49                       14                       125                      -0.582661                104.5                    
challenge_instances/simple-polygon_100_cb23308c.instance.json                   74                       34                       152                      -0.429973                178                      
challenge_instances/simple-polygon_150_743d6b9c.instance.json                   85                       32                       144                      -0.445463                168                      
challenge_instances/simple-polygon_150_b42a5724.instance.json                   109                      63                       168                      -0.307813                273                      
challenge_instances/simple-polygon_100_6101abad.instance.json                   37                       3                        69                       -1.68559                 43.5                     
challenge_instances/simple-polygon_250_432b4814.instance.json                   128                      31                       167                      -0.805746                176.5                    
challenge_instances/simple-polygon_250_6e9d9c26.instance.json                   51                       19                       127                      -0.448676                120.5                    
challenge_instances/simple-polygon_60_0347cd75.instance.json                    33                       9                        91                       -0.517725                72.5                     
challenge_instances/simple-polygon_20_4bd3c2e5.instance.json                    10                       2                        21                       -0.682409                16.5                     
challenge_instances/simple-polygon_80_7b8f6c4c.instance.json                    22                       3                        46                       -0.886776                32                       
challenge_instances/simple-polygon_80_48c9df87.instance.json                    42                       11                       106                      -0.869613                86                       
challenge_instances/simple-polygon_10_297edd18.instance.json                    6                        1                        5                        -1.3063                  5.5                      
challenge_instances/simple-polygon_100_4b4ba391.instance.json                   23                       5                        58                       -0.858216                44                       
challenge_instances/simple-polygon_150_c0cf1e9c.instance.json                   74                       13                       141                      -0.987553                109.5                    
challenge_instances/simple-polygon_250_c02755d7.instance.json                   119                      44                       172                      -0.560069                218                      
challenge_instances/simple-polygon_150_f24b0f8e.instance.json                   48                       18                       136                      -0.570344                122                      
challenge_instances/simple-polygon_40_12969fc3.instance.json                    23                       5                        63                       -0.582474                46.5                     
challenge_instances/simple-polygon_60_17af118a.instance.json                    21                       7                        78                       -0.426099                60                       
