File:                                                                           Before                   After                    Steiner                  convergence_value        Energy                                  
challenge_instances/simple-polygon-exterior_10_c5616894.instance.json           12                       2                        42                       -1.30994                 27                       
challenge_instances/simple-polygon-exterior-20_60_57cd1db6.instance.json        64                       28                       138                      -0.517325                153                      
challenge_instances/simple-polygon-exterior_60_1a49dffa.instance.json           58                       34                       139                      -0.298049                171.5                    
challenge_instances/simple-polygon-exterior_100_686dd044.instance.json          111                      66                       165                      -0.276679                280.5                    
challenge_instances/simple-polygon-exterior_150_89d077ac.instance.json          141                      70                       177                      -0.427244                298.5                    
challenge_instances/simple-polygon-exterior_100_f1740925.instance.json          101                      57                       165                      -0.290495                253.5                    
challenge_instances/simple-polygon-exterior_40_11434792.instance.json           45                       14                       120                      -0.499031                102                      
challenge_instances/simple-polygon-exterior-20_40_b9ab4f03.instance.json        47                       15                       136                      -0.744554                113                      
challenge_instances/simple-polygon-exterior-20_40_5faf6985.instance.json        34                       10                       93                       -0.519172                76.5                     
challenge_instances/simple-polygon-exterior_20_2a7302a0.instance.json           16                       9                        77                       -0.355484                65.5                     
